game_id,season,team,venue,date,time,matchup,home_away
2023020083,20232024,TOR,Capital One Arena,2023-10-24,06:00 PM,TOR@WSH,away
2023020084,20232024,CBJ,Nationwide Arena,2023-10-24,08:30 PM,ANA@CBJ,home
2023020084,20232024,ANA,Nationwide Arena,2023-10-24,08:30 PM,ANA@CBJ,away
2023020085,20232024,OTT,Canadian Tire Centre,2023-10-24,06:45 PM,BUF@OTT,home
2023020085,20232024,BUF,Canadian Tire Centre,2023-10-24,06:45 PM,BUF@OTT,away
2023020086,20232024,CAR,Amalie Arena,2023-10-24,07:00 PM,CAR@TBL,away
2023020086,20232024,TBL,Amalie Arena,2023-10-24,07:00 PM,CAR@TBL,home
2023020087,20232024,MTL,Centre Bell,2023-10-24,07:15 PM,NJD@MTL,home
2023020087,20232024,NJD,Centre Bell,2023-10-24,07:15 PM,NJD@MTL,away
2023020088,20232024,DAL,PPG Paints Arena,2023-10-24,07:30 PM,DAL@PIT,away
2023020088,20232024,PIT,PPG Paints Arena,2023-10-24,07:30 PM,DAL@PIT,home
2023020089,20232024,SJS,Amerant Bank Arena,2023-10-24,07:45 PM,SJS@FLA,away
2023020089,20232024,FLA,Amerant Bank Arena,2023-10-24,07:45 PM,SJS@FLA,home
2023020090,20232024,COL,UBS Arena,2023-10-24,08:00 PM,COL@NYI,away
2023020090,20232024,NYI,UBS Arena,2023-10-24,08:00 PM,COL@NYI,home
2023020091,20232024,DET,Little Caesars Arena,2023-10-24,08:15 PM,SEA@DET,home
2023020091,20232024,SEA,Little Caesars Arena,2023-10-24,08:15 PM,SEA@DET,away
2023020092,20232024,BOS,United Center,2023-10-24,08:30 PM,BOS@CHI,away
2023020092,20232024,CHI,United Center,2023-10-24,08:30 PM,BOS@CHI,home
2023020093,20232024,STL,Canada Life Centre,2023-10-24,08:45 PM,STL@WPG,away
2023020093,20232024,WPG,Canada Life Centre,2023-10-24,08:45 PM,STL@WPG,home
2023020094,20232024,EDM,Xcel Energy Center,2023-10-24,09:00 PM,EDM@MIN,away
2023020094,20232024,MIN,Xcel Energy Center,2023-10-24,09:00 PM,EDM@MIN,home
2023020095,20232024,NSH,Bridgestone Arena,2023-10-24,09:15 PM,VAN@NSH,home
2023020095,20232024,VAN,Bridgestone Arena,2023-10-24,09:15 PM,VAN@NSH,away
2023020096,20232024,NYR,Scotiabank Saddledome,2023-10-24,09:45 PM,NYR@CGY,away
2023020096,20232024,CGY,Scotiabank Saddledome,2023-10-24,09:45 PM,NYR@CGY,home
2023020097,20232024,ARI,Crypto.com Arena,2023-10-24,10:30 PM,ARI@LAK,away
2023020097,20232024,LAK,Crypto.com Arena,2023-10-24,10:30 PM,ARI@LAK,home
2023020098,20232024,PHI,T-Mobile Arena,2023-10-24,11:00 PM,PHI@VGK,away
2023020098,20232024,VGK,T-Mobile Arena,2023-10-24,11:00 PM,PHI@VGK,home
2023020099,20232024,WSH,Prudential Center,2023-10-25,07:30 PM,WSH@NJD,away
2023020099,20232024,NJD,Prudential Center,2023-10-25,07:30 PM,WSH@NJD,home
2023020100,20232024,BOS,TD Garden,2023-10-26,07:00 PM,ANA@BOS,home
2023020100,20232024,ANA,TD Garden,2023-10-26,07:00 PM,ANA@BOS,away
2023020101,20232024,CAR,PNC Arena,2023-10-26,07:00 PM,SEA@CAR,home
2023020101,20232024,SEA,PNC Arena,2023-10-26,07:00 PM,SEA@CAR,away
2023020102,20232024,DET,Little Caesars Arena,2023-10-26,07:00 PM,WPG@DET,home
2023020102,20232024,WPG,Little Caesars Arena,2023-10-26,07:00 PM,WPG@DET,away
2023020103,20232024,MTL,Centre Bell,2023-10-26,07:00 PM,CBJ@MTL,home
2023020103,20232024,CBJ,Centre Bell,2023-10-26,07:00 PM,CBJ@MTL,away
2023020104,20232024,PHI,Wells Fargo Center,2023-10-26,07:30 PM,MIN@PHI,home
2023020104,20232024,MIN,Wells Fargo Center,2023-10-26,07:30 PM,MIN@PHI,away
2023020105,20232024,COL,PPG Paints Arena,2023-10-26,07:00 PM,COL@PIT,away
2023020105,20232024,PIT,PPG Paints Arena,2023-10-26,07:00 PM,COL@PIT,home
2023020106,20232024,TBL,Amalie Arena,2023-10-26,07:00 PM,SJS@TBL,home
2023020106,20232024,SJS,Amalie Arena,2023-10-26,07:00 PM,SJS@TBL,away
2023020107,20232024,NYI,UBS Arena,2023-10-26,07:30 PM,OTT@NYI,home
2023020107,20232024,OTT,UBS Arena,2023-10-26,07:30 PM,OTT@NYI,away
2023020108,20232024,TOR,American Airlines Center,2023-10-26,08:00 PM,TOR@DAL,away
2023020108,20232024,DAL,American Airlines Center,2023-10-26,08:00 PM,TOR@DAL,home
2023020109,20232024,CGY,Scotiabank Saddledome,2023-10-26,09:00 PM,STL@CGY,home
2023020109,20232024,STL,Scotiabank Saddledome,2023-10-26,09:00 PM,STL@CGY,away
2023020110,20232024,EDM,Rogers Place,2023-10-26,09:00 PM,NYR@EDM,home
2023020110,20232024,NYR,Rogers Place,2023-10-26,09:00 PM,NYR@EDM,away
2023020111,20232024,VGK,T-Mobile Arena,2023-10-27,06:00 PM,CHI@VGK,home
2023020111,20232024,CHI,T-Mobile Arena,2023-10-27,06:00 PM,CHI@VGK,away
2023020112,20232024,SJS,PNC Arena,2023-10-27,07:00 PM,SJS@CAR,away
2023020112,20232024,CAR,PNC Arena,2023-10-27,07:00 PM,SJS@CAR,home
2023020113,20232024,BUF,Prudential Center,2023-10-27,07:00 PM,BUF@NJD,away
2023020113,20232024,NJD,Prudential Center,2023-10-27,07:00 PM,BUF@NJD,home
2023020114,20232024,WSH,Capital One Arena,2023-10-27,07:00 PM,MIN@WSH,home
2023020114,20232024,MIN,Capital One Arena,2023-10-27,07:00 PM,MIN@WSH,away
2023020115,20232024,LAK,Mullett Arena,2023-10-27,10:00 PM,LAK@ARI,away
2023020115,20232024,ARI,Mullett Arena,2023-10-27,10:00 PM,LAK@ARI,home
2023020116,20232024,VAN,Rogers Arena,2023-10-27,10:00 PM,STL@VAN,home
2023020116,20232024,STL,Rogers Arena,2023-10-27,10:00 PM,STL@VAN,away
2023020117,20232024,ANA,Wells Fargo Center,2023-10-28,01:00 PM,ANA@PHI,away
2023020117,20232024,PHI,Wells Fargo Center,2023-10-28,01:00 PM,ANA@PHI,home
2023020118,20232024,SEA,Amerant Bank Arena,2023-10-28,06:00 PM,SEA@FLA,away
2023020118,20232024,FLA,Amerant Bank Arena,2023-10-28,06:00 PM,SEA@FLA,home
2023020119,20232024,DET,TD Garden,2023-10-28,07:00 PM,DET@BOS,away
2023020119,20232024,BOS,TD Garden,2023-10-28,07:00 PM,DET@BOS,home
2023020120,20232024,CBJ,Nationwide Arena,2023-10-28,07:00 PM,NYI@CBJ,home
2023020120,20232024,NYI,Nationwide Arena,2023-10-28,07:00 PM,NYI@CBJ,away
2023020121,20232024,WPG,Centre Bell,2023-10-28,07:00 PM,WPG@MTL,away
2023020121,20232024,MTL,Centre Bell,2023-10-28,07:00 PM,WPG@MTL,home
2023020122,20232024,TOR,Bridgestone Arena,2023-10-28,07:00 PM,TOR@NSH,away
2023020122,20232024,NSH,Bridgestone Arena,2023-10-28,07:00 PM,TOR@NSH,home
2023020123,20232024,OTT,PPG Paints Arena,2023-10-28,07:00 PM,OTT@PIT,away
2023020123,20232024,PIT,PPG Paints Arena,2023-10-28,07:00 PM,OTT@PIT,home
2023020124,20232024,NYR,Rogers Arena,2023-10-28,10:00 PM,NYR@VAN,away
2023020124,20232024,VAN,Rogers Arena,2023-10-28,10:00 PM,NYR@VAN,home
2023020125,20232024,VGK,Crypto.com Arena,2023-10-28,10:30 PM,VGK@LAK,away
2023020125,20232024,LAK,Crypto.com Arena,2023-10-28,10:30 PM,VGK@LAK,home
2023020126,20232024,COL,KeyBank Center,2023-10-29,01:00 PM,COL@BUF,away
2023020126,20232024,BUF,KeyBank Center,2023-10-29,01:00 PM,COL@BUF,home
2023020127,20232024,NJD,Prudential Center,2023-10-29,05:00 PM,MIN@NJD,home
2023020127,20232024,MIN,Prudential Center,2023-10-29,05:00 PM,MIN@NJD,away
2023020128,20232024,WSH,Capital One Arena,2023-10-29,05:00 PM,SJS@WSH,home
2023020128,20232024,SJS,Capital One Arena,2023-10-29,05:00 PM,SJS@WSH,away
2023020129,20232024,EDM,"Commonwealth Stadium, Edmonton",2023-10-29,07:00 PM,CGY@EDM,home
2023020129,20232024,CGY,"Commonwealth Stadium, Edmonton",2023-10-29,07:00 PM,CGY@EDM,away
2023020130,20232024,BOS,TD Garden,2023-10-30,07:00 PM,FLA@BOS,home
2023020130,20232024,FLA,TD Garden,2023-10-30,07:00 PM,FLA@BOS,away
2023020131,20232024,PHI,Wells Fargo Center,2023-10-30,07:00 PM,CAR@PHI,home
2023020131,20232024,CAR,Wells Fargo Center,2023-10-30,07:00 PM,CAR@PHI,away
2023020132,20232024,PIT,PPG Paints Arena,2023-10-30,07:00 PM,ANA@PIT,home
2023020132,20232024,ANA,PPG Paints Arena,2023-10-30,07:00 PM,ANA@PIT,away
2023020133,20232024,TBL,Amalie Arena,2023-10-30,07:00 PM,SEA@TBL,home
2023020133,20232024,SEA,Amalie Arena,2023-10-30,07:00 PM,SEA@TBL,away
2023020134,20232024,NYI,UBS Arena,2023-10-30,07:30 PM,DET@NYI,home
2023020134,20232024,DET,UBS Arena,2023-10-30,07:30 PM,DET@NYI,away
2023020135,20232024,WPG,Canada Life Centre,2023-10-30,07:30 PM,NYR@WPG,home
2023020135,20232024,NYR,Canada Life Centre,2023-10-30,07:30 PM,NYR@WPG,away
2023020136,20232024,CBJ,American Airlines Center,2023-10-30,08:00 PM,CBJ@DAL,away
2023020136,20232024,DAL,American Airlines Center,2023-10-30,08:00 PM,CBJ@DAL,home
2023020137,20232024,ARI,Mullett Arena,2023-10-30,10:00 PM,CHI@ARI,home
2023020137,20232024,CHI,Mullett Arena,2023-10-30,10:00 PM,CHI@ARI,away
2023020138,20232024,VGK,T-Mobile Arena,2023-10-30,10:00 PM,MTL@VGK,home
2023020138,20232024,MTL,T-Mobile Arena,2023-10-30,10:00 PM,MTL@VGK,away
2023020139,20232024,TOR,Scotiabank Arena,2023-10-31,08:00 PM,LAK@TOR,home
2023020139,20232024,LAK,Scotiabank Arena,2023-10-31,08:00 PM,LAK@TOR,away
2023020140,20232024,VAN,Rogers Arena,2023-10-31,10:00 PM,NSH@VAN,home
2023020140,20232024,NSH,Rogers Arena,2023-10-31,10:00 PM,NSH@VAN,away
2023020141,20232024,PHI,Wells Fargo Center,2023-11-01,07:00 PM,BUF@PHI,home
2023020141,20232024,BUF,Wells Fargo Center,2023-11-01,07:00 PM,BUF@PHI,away
2023020142,20232024,CGY,Scotiabank Saddledome,2023-11-01,08:30 PM,DAL@CGY,home
2023020142,20232024,DAL,Scotiabank Saddledome,2023-11-01,08:30 PM,DAL@CGY,away
2023020143,20232024,COL,Ball Arena,2023-11-01,09:30 PM,STL@COL,home
2023020143,20232024,STL,Ball Arena,2023-11-01,09:30 PM,STL@COL,away
2023020144,20232024,ARI,Honda Center,2023-11-01,10:00 PM,ARI@ANA,away
2023020144,20232024,ANA,Honda Center,2023-11-01,10:00 PM,ARI@ANA,home
2023020145,20232024,BOS,TD Garden,2023-11-02,07:30 PM,TOR@BOS,home
2023020145,20232024,TOR,TD Garden,2023-11-02,07:30 PM,TOR@BOS,away
2023020146,20232024,TBL,Nationwide Arena,2023-11-02,07:00 PM,TBL@CBJ,away
2023020146,20232024,CBJ,Nationwide Arena,2023-11-02,07:00 PM,TBL@CBJ,home
2023020147,20232024,DET,Little Caesars Arena,2023-11-02,07:00 PM,FLA@DET,home
2023020147,20232024,FLA,Little Caesars Arena,2023-11-02,07:00 PM,FLA@DET,away
2023020148,20232024,NYR,Madison Square Garden,2023-11-02,07:00 PM,CAR@NYR,home
2023020148,20232024,CAR,Madison Square Garden,2023-11-02,07:00 PM,CAR@NYR,away
2023020149,20232024,OTT,Canadian Tire Centre,2023-11-02,07:00 PM,LAK@OTT,home
2023020149,20232024,LAK,Canadian Tire Centre,2023-11-02,07:00 PM,LAK@OTT,away
2023020150,20232024,NYI,Capital One Arena,2023-11-02,07:00 PM,NYI@WSH,away
2023020150,20232024,WSH,Capital One Arena,2023-11-02,07:00 PM,NYI@WSH,home
2023020151,20232024,MIN,Xcel Energy Center,2023-11-02,08:00 PM,NJD@MIN,home
2023020151,20232024,NJD,Xcel Energy Center,2023-11-02,08:00 PM,NJD@MIN,away
2023020152,20232024,EDM,Rogers Place,2023-11-02,09:00 PM,DAL@EDM,home
2023020152,20232024,DAL,Rogers Place,2023-11-02,09:00 PM,DAL@EDM,away
2023020153,20232024,ARI,Mullett Arena,2023-11-02,10:00 PM,MTL@ARI,home
