season,game_id,team,opponent,home_away,results,game_end,final_G,final_GA,matchup,venue,date,time,pbp_rows,shifts_rows
20232024,2023020299,LAK,ANA,AWAY,W,REG,5,2,LAK@ANA,Honda Center,2023-11-24 00:00:00,03:30 PM,321,N/A
20232024,2023020300,SJS,MTL,HOME,SOL,SO,2,3,MTL@SJS,SAP Center at San Jose,2023-11-24 00:00:00,03:30 PM,308,N/A
20232024,2023020300,MTL,SJS,AWAY,W,SO,3,2,MTL@SJS,SAP Center at San Jose,2023-11-24 00:00:00,03:30 PM,308,N/A
20232024,2023020301,BUF,PIT,HOME,W,REG,3,2,PIT@BUF,KeyBank Center,2023-11-24 00:00:00,06:00 PM,331,N/A
20232024,2023020301,PIT,BUF,AWAY,L,REG,2,3,PIT@BUF,KeyBank Center,2023-11-24 00:00:00,06:00 PM,331,N/A
20232024,2023020302,OTT,NYI,HOME,L,REG,3,5,NYI@OTT,Canadian Tire Centre,2023-11-24 00:00:00,07:30 PM,344,N/A
20232024,2023020302,NYI,OTT,AWAY,W,REG,5,3,NYI@OTT,Canadian Tire Centre,2023-11-24 00:00:00,07:30 PM,344,N/A
20232024,2023020303,CAR,TBL,HOME,L,REG,2,8,TBL@CAR,PNC Arena,2023-11-24 00:00:00,08:00 PM,290,N/A
20232024,2023020303,TBL,CAR,AWAY,W,REG,8,2,TBL@CAR,PNC Arena,2023-11-24 00:00:00,08:00 PM,290,N/A
20232024,2023020304,FLA,WPG,HOME,L,REG,0,3,WPG@FLA,Amerant Bank Arena,2023-11-24 00:00:00,08:00 PM,309,N/A
20232024,2023020304,WPG,FLA,AWAY,W,REG,3,0,WPG@FLA,Amerant Bank Arena,2023-11-24 00:00:00,08:00 PM,309,N/A
20232024,2023020305,DAL,CGY,HOME,L,REG,4,7,CGY@DAL,American Airlines Center,2023-11-24 00:00:00,08:30 PM,285,N/A
20232024,2023020305,CGY,DAL,AWAY,W,REG,7,4,CGY@DAL,American Airlines Center,2023-11-24 00:00:00,08:30 PM,285,N/A
20232024,2023020306,MIN,COL,HOME,L,REG,2,3,COL@MIN,Xcel Energy Center,2023-11-24 00:00:00,08:30 PM,255,N/A
20232024,2023020306,COL,MIN,AWAY,W,REG,3,2,COL@MIN,Xcel Energy Center,2023-11-24 00:00:00,08:30 PM,255,N/A
20232024,2023020307,SEA,VAN,HOME,L,REG,1,5,VAN@SEA,Climate Pledge Arena,2023-11-24 00:00:00,10:00 PM,309,N/A
20232024,2023020307,VAN,SEA,AWAY,W,REG,5,1,VAN@SEA,Climate Pledge Arena,2023-11-24 00:00:00,10:00 PM,309,N/A
20232024,2023020308,NYR,BOS,HOME,W,REG,7,4,BOS@NYR,Madison Square Garden,2023-11-25 00:00:00,01:00 PM,348,N/A
20232024,2023020308,BOS,NYR,AWAY,L,REG,4,7,BOS@NYR,Madison Square Garden,2023-11-25 00:00:00,01:00 PM,348,N/A
20232024,2023020309,LAK,MTL,HOME,W,REG,4,0,MTL@LAK,Crypto.com Arena,2023-11-25 00:00:00,04:00 PM,271,N/A
20232024,2023020309,MTL,LAK,AWAY,L,REG,0,4,MTL@LAK,Crypto.com Arena,2023-11-25 00:00:00,04:00 PM,271,N/A
20232024,2023020310,NJD,BUF,HOME,W,REG,7,2,BUF@NJD,Prudential Center,2023-11-25 00:00:00,07:00 PM,304,N/A
20232024,2023020310,BUF,NJD,AWAY,L,REG,2,7,BUF@NJD,Prudential Center,2023-11-25 00:00:00,07:00 PM,304,N/A
20232024,2023020311,PIT,TOR,HOME,W,REG,3,2,TOR@PIT,PPG Paints Arena,2023-11-25 00:00:00,07:00 PM,323,N/A
20232024,2023020311,TOR,PIT,AWAY,L,REG,2,3,TOR@PIT,PPG Paints Arena,2023-11-25 00:00:00,07:00 PM,323,N/A
20232024,2023020312,NYI,PHI,HOME,SOL,SO,0,1,PHI@NYI,UBS Arena,2023-11-25 00:00:00,07:30 PM,376,N/A
20232024,2023020312,PHI,NYI,AWAY,W,SO,1,0,PHI@NYI,UBS Arena,2023-11-25 00:00:00,07:30 PM,376,N/A
20232024,2023020313,COL,CGY,HOME,W,REG,3,1,CGY@COL,Ball Arena,2023-11-25 00:00:00,10:00 PM,316,N/A
20232024,2023020313,CGY,COL,AWAY,L,REG,1,3,CGY@COL,Ball Arena,2023-11-25 00:00:00,10:00 PM,316,N/A
20232024,2023020314,SJS,VAN,HOME,W,REG,4,3,VAN@SJS,SAP Center at San Jose,2023-11-25 00:00:00,10:00 PM,311,N/A
20232024,2023020314,VAN,SJS,AWAY,L,REG,3,4,VAN@SJS,SAP Center at San Jose,2023-11-25 00:00:00,10:00 PM,311,N/A
20232024,2023020315,VGK,ARI,HOME,L,REG,0,2,ARI@VGK,T-Mobile Arena,2023-11-25 00:00:00,10:00 PM,259,N/A
20232024,2023020315,ARI,VGK,AWAY,W,REG,2,0,ARI@VGK,T-Mobile Arena,2023-11-25 00:00:00,10:00 PM,259,N/A
20232024,2023020316,DET,MIN,HOME,W,REG,4,1,MIN@DET,Little Caesars Arena,2023-11-26 00:00:00,01:00 PM,283,N/A
20232024,2023020316,MIN,DET,AWAY,L,REG,1,4,MIN@DET,Little Caesars Arena,2023-11-26 00:00:00,01:00 PM,283,N/A
20232024,2023020317,CHI,STL,HOME,L,REG,2,4,STL@CHI,United Center,2023-11-26 00:00:00,02:00 PM,312,N/A
20232024,2023020317,STL,CHI,AWAY,W,REG,4,2,STL@CHI,United Center,2023-11-26 00:00:00,02:00 PM,312,N/A
20232024,2023020318,CAR,CBJ,HOME,W,REG,3,2,CBJ@CAR,PNC Arena,2023-11-26 00:00:00,05:00 PM,311,N/A
20232024,2023020318,CBJ,CAR,AWAY,L,REG,2,3,CBJ@CAR,PNC Arena,2023-11-26 00:00:00,05:00 PM,311,N/A
20232024,2023020319,NSH,WPG,HOME,W,REG,3,2,WPG@NSH,Bridgestone Arena,2023-11-26 00:00:00,08:00 PM,345,N/A
20232024,2023020319,WPG,NSH,AWAY,L,REG,2,3,WPG@NSH,Bridgestone Arena,2023-11-26 00:00:00,08:00 PM,345,N/A
20232024,2023020320,EDM,ANA,HOME,W,REG,8,2,ANA@EDM,Rogers Place,2023-11-26 00:00:00,09:00 PM,307,N/A
20232024,2023020320,ANA,EDM,AWAY,L,REG,2,8,ANA@EDM,Rogers Place,2023-11-26 00:00:00,09:00 PM,307,N/A
20232024,2023020321,CBJ,BOS,HOME,W,REG,5,2,BOS@CBJ,Nationwide Arena,2023-11-27 00:00:00,07:00 PM,320,N/A
20232024,2023020321,BOS,CBJ,AWAY,L,REG,2,5,BOS@CBJ,Nationwide Arena,2023-11-27 00:00:00,07:00 PM,320,N/A
20232024,2023020322,NYR,BUF,HOME,L,REG,1,5,BUF@NYR,Madison Square Garden,2023-11-27 00:00:00,07:00 PM,277,N/A
20232024,2023020322,BUF,NYR,AWAY,W,REG,5,1,BUF@NYR,Madison Square Garden,2023-11-27 00:00:00,07:00 PM,277,N/A
20232024,2023020323,OTT,FLA,HOME,L,REG,0,5,FLA@OTT,Canadian Tire Centre,2023-11-27 00:00:00,07:00 PM,346,N/A
20232024,2023020323,FLA,OTT,AWAY,W,REG,5,0,FLA@OTT,Canadian Tire Centre,2023-11-27 00:00:00,07:00 PM,346,N/A
20232024,2023020324,COL,TBL,HOME,W,REG,4,1,TBL@COL,Ball Arena,2023-11-27 00:00:00,09:00 PM,324,N/A
20232024,2023020324,TBL,COL,AWAY,L,REG,1,4,TBL@COL,Ball Arena,2023-11-27 00:00:00,09:00 PM,324,N/A
20232024,2023020325,CGY,VGK,HOME,W,OT,2,1,VGK@CGY,Scotiabank Saddledome,2023-11-27 00:00:00,09:30 PM,341,N/A
20232024,2023020325,VGK,CGY,AWAY,OTL,OT,1,2,VGK@CGY,Scotiabank Saddledome,2023-11-27 00:00:00,09:30 PM,341,N/A
20232024,2023020326,SJS,WSH,HOME,W,REG,2,1,WSH@SJS,SAP Center at San Jose,2023-11-27 00:00:00,10:30 PM,315,N/A
20232024,2023020326,WSH,SJS,AWAY,L,REG,1,2,WSH@SJS,SAP Center at San Jose,2023-11-27 00:00:00,10:30 PM,315,N/A
20232024,2023020327,NJD,NYI,HOME,W,REG,5,4,NYI@NJD,Prudential Center,2023-11-28 00:00:00,07:00 PM,290,N/A
20232024,2023020327,NYI,NJD,AWAY,L,REG,4,5,NYI@NJD,Prudential Center,2023-11-28 00:00:00,07:00 PM,290,N/A
20232024,2023020328,PHI,CAR,HOME,L,REG,1,4,CAR@PHI,Wells Fargo Center,2023-11-28 00:00:00,07:30 PM,285,N/A
20232024,2023020328,CAR,PHI,AWAY,W,REG,4,1,CAR@PHI,Wells Fargo Center,2023-11-28 00:00:00,07:30 PM,285,N/A
20232024,2023020329,TOR,FLA,HOME,W,SO,2,1,FLA@TOR,Scotiabank Arena,2023-11-28 00:00:00,07:00 PM,417,N/A
20232024,2023020329,FLA,TOR,AWAY,SOL,SO,1,2,FLA@TOR,Scotiabank Arena,2023-11-28 00:00:00,07:00 PM,417,N/A
20232024,2023020330,MIN,STL,HOME,W,REG,3,1,STL@MIN,Xcel Energy Center,2023-11-28 00:00:00,08:00 PM,310,N/A
20232024,2023020330,STL,MIN,AWAY,L,REG,1,3,STL@MIN,Xcel Energy Center,2023-11-28 00:00:00,08:00 PM,310,N/A
20232024,2023020331,NSH,PIT,HOME,W,OT,3,2,PIT@NSH,Bridgestone Arena,2023-11-28 00:00:00,08:00 PM,310,N/A
20232024,2023020331,PIT,NSH,AWAY,OTL,OT,2,3,PIT@NSH,Bridgestone Arena,2023-11-28 00:00:00,08:00 PM,310,N/A
20232024,2023020332,WPG,DAL,HOME,L,REG,0,2,DAL@WPG,Canada Life Centre,2023-11-28 00:00:00,08:00 PM,260,N/A
20232024,2023020332,DAL,WPG,AWAY,W,REG,2,0,DAL@WPG,Canada Life Centre,2023-11-28 00:00:00,08:00 PM,260,N/A
20232024,2023020333,CHI,SEA,HOME,W,REG,4,3,SEA@CHI,United Center,2023-11-28 00:00:00,08:30 PM,335,N/A
20232024,2023020333,SEA,CHI,AWAY,L,REG,3,4,SEA@CHI,United Center,2023-11-28 00:00:00,08:30 PM,335,N/A
20232024,2023020334,ARI,TBL,HOME,W,REG,3,1,TBL@ARI,Mullett Arena,2023-11-28 00:00:00,09:00 PM,286,N/A
20232024,2023020334,TBL,ARI,AWAY,L,REG,1,3,TBL@ARI,Mullett Arena,2023-11-28 00:00:00,09:00 PM,286,N/A
20232024,2023020335,EDM,VGK,HOME,W,SO,5,4,VGK@EDM,Rogers Place,2023-11-28 00:00:00,09:00 PM,391,N/A
20232024,2023020335,VGK,EDM,AWAY,SOL,SO,4,5,VGK@EDM,Rogers Place,2023-11-28 00:00:00,09:00 PM,391,N/A
20232024,2023020336,VAN,ANA,HOME,W,REG,3,1,ANA@VAN,Rogers Arena,2023-11-28 00:00:00,10:00 PM,291,N/A
20232024,2023020336,ANA,VAN,AWAY,L,REG,1,3,ANA@VAN,Rogers Arena,2023-11-28 00:00:00,10:00 PM,291,N/A
20232024,2023020337,CBJ,MTL,HOME,L,REG,2,4,MTL@CBJ,Nationwide Arena,2023-11-29 00:00:00,07:00 PM,264,N/A
20232024,2023020337,MTL,CBJ,AWAY,W,REG,4,2,MTL@CBJ,Nationwide Arena,2023-11-29 00:00:00,07:00 PM,264,N/A
20232024,2023020338,NYR,DET,HOME,W,REG,3,2,DET@NYR,Madison Square Garden,2023-11-29 00:00:00,07:30 PM,298,N/A
20232024,2023020338,DET,NYR,AWAY,L,REG,2,3,DET@NYR,Madison Square Garden,2023-11-29 00:00:00,07:30 PM,298,N/A
20232024,2023020339,LAK,WSH,HOME,L,REG,1,2,WSH@LAK,Crypto.com Arena,2023-11-29 00:00:00,10:30 PM,272,N/A
20232024,2023020339,WSH,LAK,AWAY,W,REG,2,1,WSH@LAK,Crypto.com Arena,2023-11-29 00:00:00,10:30 PM,272,N/A
20232024,2023020340,BOS,SJS,HOME,W,REG,3,0,SJS@BOS,TD Garden,2023-11-30 00:00:00,07:00 PM,318,N/A
20232024,2023020340,SJS,BOS,AWAY,L,REG,0,3,SJS@BOS,TD Garden,2023-11-30 00:00:00,07:00 PM,318,N/A
20232024,2023020341,CAR,NYI,HOME,OTL,OT,4,5,NYI@CAR,PNC Arena,2023-11-30 00:00:00,07:30 PM,336,N/A
20232024,2023020341,NYI,CAR,AWAY,W,OT,5,4,NYI@CAR,PNC Arena,2023-11-30 00:00:00,07:30 PM,336,N/A
20232024,2023020342,DET,CHI,HOME,W,REG,5,1,CHI@DET,Little Caesars Arena,2023-11-30 00:00:00,07:00 PM,264,N/A
20232024,2023020342,CHI,DET,AWAY,L,REG,1,5,CHI@DET,Little Caesars Arena,2023-11-30 00:00:00,07:00 PM,264,N/A
20232024,2023020343,MTL,FLA,HOME,L,REG,1,5,FLA@MTL,Centre Bell,2023-11-30 00:00:00,07:00 PM,309,N/A
20232024,2023020343,FLA,MTL,AWAY,W,REG,5,1,FLA@MTL,Centre Bell,2023-11-30 00:00:00,07:00 PM,309,N/A
20232024,2023020344,PHI,NJD,HOME,OTL,OT,3,4,NJD@PHI,Wells Fargo Center,2023-11-30 00:00:00,07:00 PM,342,N/A
20232024,2023020344,NJD,PHI,AWAY,W,OT,4,3,NJD@PHI,Wells Fargo Center,2023-11-30 00:00:00,07:00 PM,342,N/A
20232024,2023020345,TBL,PIT,HOME,L,REG,2,4,PIT@TBL,Amalie Arena,2023-11-30 00:00:00,07:00 PM,299,N/A
20232024,2023020345,PIT,TBL,AWAY,W,REG,4,2,PIT@TBL,Amalie Arena,2023-11-30 00:00:00,07:00 PM,299,N/A
20232024,2023020346,TOR,SEA,HOME,W,SO,4,3,SEA@TOR,Scotiabank Arena,2023-11-30 00:00:00,07:00 PM,348,N/A
20232024,2023020346,SEA,TOR,AWAY,SOL,SO,3,4,SEA@TOR,Scotiabank Arena,2023-11-30 00:00:00,07:00 PM,348,N/A
20232024,2023020347,NSH,MIN,HOME,L,REG,1,6,MIN@NSH,Bridgestone Arena,2023-11-30 00:00:00,08:00 PM,314,N/A
20232024,2023020347,MIN,NSH,AWAY,W,REG,6,1,MIN@NSH,Bridgestone Arena,2023-11-30 00:00:00,08:00 PM,314,N/A
20232024,2023020348,STL,BUF,HOME,W,REG,6,4,BUF@STL,Enterprise Center,2023-11-30 00:00:00,08:00 PM,297,N/A
20232024,2023020348,BUF,STL,AWAY,L,REG,4,6,BUF@STL,Enterprise Center,2023-11-30 00:00:00,08:00 PM,297,N/A
20232024,2023020349,WPG,EDM,HOME,L,REG,1,3,EDM@WPG,Canada Life Centre,2023-11-30 00:00:00,08:00 PM,321,N/A
20232024,2023020349,EDM,WPG,AWAY,W,REG,3,1,EDM@WPG,Canada Life Centre,2023-11-30 00:00:00,08:00 PM,321,N/A
20232024,2023020350,ARI,COL,HOME,W,OT,4,3,COL@ARI,Mullett Arena,2023-11-30 00:00:00,09:00 PM,292,N/A
20232024,2023020350,COL,ARI,AWAY,OTL,OT,3,4,COL@ARI,Mullett Arena,2023-11-30 00:00:00,09:00 PM,292,N/A
20232024,2023020351,CGY,DAL,HOME,W,OT,4,3,DAL@CGY,Scotiabank Saddledome,2023-11-30 00:00:00,09:00 PM,296,N/A
20232024,2023020351,DAL,CGY,AWAY,OTL,OT,3,4,DAL@CGY,Scotiabank Saddledome,2023-11-30 00:00:00,09:00 PM,296,N/A
20232024,2023020352,ANA,WSH,HOME,L,REG,4,5,WSH@ANA,Honda Center,2023-11-30 00:00:00,10:00 PM,320,N/A
20232024,2023020352,WSH,ANA,AWAY,W,REG,5,4,WSH@ANA,Honda Center,2023-11-30 00:00:00,10:00 PM,320,N/A
20232024,2023020353,VAN,VGK,HOME,L,REG,1,4,VGK@VAN,Rogers Arena,2023-11-30 00:00:00,10:00 PM,279,N/A
20232024,2023020353,VGK,VAN,AWAY,W,REG,4,1,VGK@VAN,Rogers Arena,2023-11-30 00:00:00,10:00 PM,279,N/A
20232024,2023020354,CBJ,OTT,HOME,W,REG,4,2,OTT@CBJ,Nationwide Arena,2023-12-01 00:00:00,07:00 PM,286,N/A
20232024,2023020354,OTT,CBJ,AWAY,L,REG,2,4,OTT@CBJ,Nationwide Arena,2023-12-01 00:00:00,07:00 PM,286,N/A
20232024,2023020355,NJD,SJS,HOME,L,REG,3,6,SJS@NJD,Prudential Center,2023-12-01 00:00:00,07:00 PM,331,N/A
20232024,2023020355,SJS,NJD,AWAY,W,REG,6,3,SJS@NJD,Prudential Center,2023-12-01 00:00:00,07:00 PM,331,N/A
20232024,2023020356,DAL,TBL,HOME,W,REG,8,1,TBL@DAL,American Airlines Center,2023-12-02 00:00:00,02:00 PM,304,N/A
20232024,2023020356,TBL,DAL,AWAY,L,REG,1,8,TBL@DAL,American Airlines Center,2023-12-02 00:00:00,02:00 PM,304,N/A
20232024,2023020357,WPG,CHI,HOME,W,REG,3,1,CHI@WPG,Canada Life Centre,2023-12-02 00:00:00,03:00 PM,297,N/A
20232024,2023020357,CHI,WPG,AWAY,L,REG,1,3,CHI@WPG,Canada Life Centre,2023-12-02 00:00:00,03:00 PM,297,N/A
20232024,2023020358,NSH,NYR,HOME,L,REG,3,4,NYR@NSH,Bridgestone Arena,2023-12-02 00:00:00,04:30 PM,378,N/A
20232024,2023020358,NYR,NSH,AWAY,W,REG,4,3,NYR@NSH,Bridgestone Arena,2023-12-02 00:00:00,04:30 PM,378,N/A
20232024,2023020359,FLA,NYI,HOME,L,REG,3,4,NYI@FLA,Amerant Bank Arena,2023-12-02 00:00:00,06:00 PM,347,N/A
20232024,2023020359,NYI,FLA,AWAY,W,REG,4,3,NYI@FLA,Amerant Bank Arena,2023-12-02 00:00:00,06:00 PM,347,N/A
20232024,2023020360,CAR,BUF,HOME,W,REG,6,2,BUF@CAR,PNC Arena,2023-12-02 00:00:00,07:00 PM,316,N/A
20232024,2023020360,BUF,CAR,AWAY,L,REG,2,6,BUF@CAR,PNC Arena,2023-12-02 00:00:00,07:00 PM,316,N/A
20232024,2023020361,MTL,DET,HOME,OTL,OT,4,5,DET@MTL,Centre Bell,2023-12-02 00:00:00,07:00 PM,336,N/A
20232024,2023020361,DET,MTL,AWAY,W,OT,5,4,DET@MTL,Centre Bell,2023-12-02 00:00:00,07:00 PM,336,N/A
20232024,2023020362,OTT,SEA,HOME,W,REG,2,0,SEA@OTT,Canadian Tire Centre,2023-12-02 00:00:00,07:00 PM,335,N/A
20232024,2023020362,SEA,OTT,AWAY,L,REG,0,2,SEA@OTT,Canadian Tire Centre,2023-12-02 00:00:00,07:00 PM,335,N/A
20232024,2023020363,PIT,PHI,HOME,SOL,SO,3,4,PHI@PIT,PPG Paints Arena,2023-12-02 00:00:00,07:00 PM,389,N/A
20232024,2023020363,PHI,PIT,AWAY,W,SO,4,3,PHI@PIT,PPG Paints Arena,2023-12-02 00:00:00,07:00 PM,389,N/A
20232024,2023020364,TOR,BOS,HOME,OTL,OT,3,4,BOS@TOR,Scotiabank Arena,2023-12-02 00:00:00,07:00 PM,396,N/A
20232024,2023020364,BOS,TOR,AWAY,W,OT,4,3,BOS@TOR,Scotiabank Arena,2023-12-02 00:00:00,07:00 PM,396,N/A
20232024,2023020365,ARI,STL,HOME,W,REG,4,1,STL@ARI,Mullett Arena,2023-12-02 00:00:00,09:00 PM,321,N/A
20232024,2023020365,STL,ARI,AWAY,L,REG,1,4,STL@ARI,Mullett Arena,2023-12-02 00:00:00,09:00 PM,321,N/A
20232024,2023020366,ANA,COL,HOME,W,SO,4,3,COL@ANA,Honda Center,2023-12-02 00:00:00,10:00 PM,389,N/A
20232024,2023020366,COL,ANA,AWAY,SOL,SO,3,4,COL@ANA,Honda Center,2023-12-02 00:00:00,10:00 PM,389,N/A
20232024,2023020367,CGY,VAN,HOME,L,REG,3,4,VAN@CGY,Scotiabank Saddledome,2023-12-02 00:00:00,10:00 PM,301,N/A
20232024,2023020367,VAN,CGY,AWAY,W,REG,4,3,VAN@CGY,Scotiabank Saddledome,2023-12-02 00:00:00,10:00 PM,301,N/A
20232024,2023020368,VGK,WSH,HOME,W,REG,4,1,WSH@VGK,T-Mobile Arena,2023-12-02 00:00:00,10:00 PM,293,N/A
20232024,2023020368,WSH,VGK,AWAY,L,REG,1,4,WSH@VGK,T-Mobile Arena,2023-12-02 00:00:00,10:00 PM,293,N/A
20232024,2023020369,MIN,CHI,HOME,W,REG,4,1,CHI@MIN,Xcel Energy Center,2023-12-03 00:00:00,02:00 PM,309,N/A
20232024,2023020369,CHI,MIN,AWAY,L,REG,1,4,CHI@MIN,Xcel Energy Center,2023-12-03 00:00:00,02:00 PM,309,N/A
20232024,2023020370,NYR,SJS,HOME,W,REG,6,5,SJS@NYR,Madison Square Garden,2023-12-03 00:00:00,06:00 PM,305,N/A
20232024,2023020370,SJS,NYR,AWAY,L,REG,5,6,SJS@NYR,Madison Square Garden,2023-12-03 00:00:00,06:00 PM,305,N/A
20232024,2023020371,BOS,CBJ,HOME,W,REG,3,1,CBJ@BOS,TD Garden,2023-12-03 00:00:00,07:00 PM,302,N/A
20232024,2023020371,CBJ,BOS,AWAY,L,REG,1,3,CBJ@BOS,TD Garden,2023-12-03 00:00:00,07:00 PM,302,N/A
20232024,2023020372,BUF,NSH,HOME,L,REG,1,2,NSH@BUF,KeyBank Center,2023-12-03 00:00:00,07:00 PM,301,N/A
20232024,2023020372,NSH,BUF,AWAY,W,REG,2,1,NSH@BUF,KeyBank Center,2023-12-03 00:00:00,07:00 PM,301,N/A
20232024,2023020373,LAK,COL,HOME,W,REG,4,1,COL@LAK,Crypto.com Arena,2023-12-03 00:00:00,08:00 PM,281,N/A
20232024,2023020373,COL,LAK,AWAY,L,REG,1,4,COL@LAK,Crypto.com Arena,2023-12-03 00:00:00,08:00 PM,281,N/A
20232024,2023020374,PHI,PIT,HOME,W,OT,2,1,PIT@PHI,Wells Fargo Center,2023-12-04 00:00:00,07:00 PM,307,N/A
20232024,2023020374,PIT,PHI,AWAY,OTL,OT,1,2,PIT@PHI,Wells Fargo Center,2023-12-04 00:00:00,07:00 PM,307,N/A
20232024,2023020375,TBL,DAL,HOME,W,REG,4,0,DAL@TBL,Amalie Arena,2023-12-04 00:00:00,07:00 PM,298,N/A
20232024,2023020375,DAL,TBL,AWAY,L,REG,0,4,DAL@TBL,Amalie Arena,2023-12-04 00:00:00,07:00 PM,298,N/A
20232024,2023020376,MTL,SEA,HOME,W,REG,4,2,SEA@MTL,Centre Bell,2023-12-04 00:00:00,07:30 PM,286,N/A
20232024,2023020376,SEA,MTL,AWAY,L,REG,2,4,SEA@MTL,Centre Bell,2023-12-04 00:00:00,07:30 PM,286,N/A
20232024,2023020377,WPG,CAR,HOME,W,REG,2,1,CAR@WPG,Canada Life Centre,2023-12-04 00:00:00,07:30 PM,318,N/A
20232024,2023020377,CAR,WPG,AWAY,L,REG,1,2,CAR@WPG,Canada Life Centre,2023-12-04 00:00:00,07:30 PM,318,N/A
20232024,2023020378,ARI,WSH,HOME,W,REG,6,0,WSH@ARI,Mullett Arena,2023-12-04 00:00:00,09:00 PM,290,N/A
20232024,2023020378,WSH,ARI,AWAY,L,REG,0,6,WSH@ARI,Mullett Arena,2023-12-04 00:00:00,09:00 PM,290,N/A
20232024,2023020379,VGK,STL,HOME,OTL,OT,1,2,STL@VGK,T-Mobile Arena,2023-12-04 00:00:00,10:00 PM,323,N/A
20232024,2023020379,STL,VGK,AWAY,W,OT,2,1,STL@VGK,T-Mobile Arena,2023-12-04 00:00:00,10:00 PM,323,N/A
20232024,2023020380,BUF,DET,HOME,L,REG,3,5,DET@BUF,KeyBank Center,2023-12-05 00:00:00,07:30 PM,272,N/A
20232024,2023020380,DET,BUF,AWAY,W,REG,5,3,DET@BUF,KeyBank Center,2023-12-05 00:00:00,07:30 PM,272,N/A
20232024,2023020381,CBJ,LAK,HOME,OTL,OT,3,4,LAK@CBJ,Nationwide Arena,2023-12-05 00:00:00,07:00 PM,302,N/A
20232024,2023020381,LAK,CBJ,AWAY,W,OT,4,3,LAK@CBJ,Nationwide Arena,2023-12-05 00:00:00,07:00 PM,302,N/A
20232024,2023020382,OTT,NYR,HOME,W,REG,6,2,NYR@OTT,Canadian Tire Centre,2023-12-05 00:00:00,07:00 PM,318,N/A
20232024,2023020382,NYR,OTT,AWAY,L,REG,2,6,NYR@OTT,Canadian Tire Centre,2023-12-05 00:00:00,07:00 PM,318,N/A
20232024,2023020383,NYI,SJS,HOME,OTL,OT,4,5,SJS@NYI,UBS Arena,2023-12-05 00:00:00,07:30 PM,361,N/A
20232024,2023020383,SJS,NYI,AWAY,W,OT,5,4,SJS@NYI,UBS Arena,2023-12-05 00:00:00,07:30 PM,361,N/A
20232024,2023020384,CHI,NSH,HOME,SOL,SO,3,4,NSH@CHI,United Center,2023-12-05 00:00:00,08:30 PM,305,N/A
20232024,2023020384,NSH,CHI,AWAY,W,SO,4,3,NSH@CHI,United Center,2023-12-05 00:00:00,08:30 PM,305,N/A
20232024,2023020385,CGY,MIN,HOME,L,REG,2,5,MIN@CGY,Scotiabank Saddledome,2023-12-05 00:00:00,09:00 PM,329,N/A
20232024,2023020385,MIN,CGY,AWAY,W,REG,5,2,MIN@CGY,Scotiabank Saddledome,2023-12-05 00:00:00,09:00 PM,329,N/A
20232024,2023020386,COL,ANA,HOME,W,REG,3,2,ANA@COL,Ball Arena,2023-12-05 00:00:00,09:00 PM,295,N/A
20232024,2023020386,ANA,COL,AWAY,L,REG,2,3,ANA@COL,Ball Arena,2023-12-05 00:00:00,09:00 PM,295,N/A
20232024,2023020387,VAN,NJD,HOME,L,REG,5,6,NJD@VAN,Rogers Arena,2023-12-05 00:00:00,10:00 PM,312,N/A
20232024,2023020387,NJD,VAN,AWAY,W,REG,6,5,NJD@VAN,Rogers Arena,2023-12-05 00:00:00,10:00 PM,312,N/A
20232024,2023020388,FLA,DAL,HOME,W,REG,5,4,DAL@FLA,Amerant Bank Arena,2023-12-06 00:00:00,07:00 PM,315,N/A
20232024,2023020388,DAL,FLA,AWAY,L,REG,4,5,DAL@FLA,Amerant Bank Arena,2023-12-06 00:00:00,07:00 PM,315,N/A
20232024,2023020389,TBL,PIT,HOME,W,REG,3,1,PIT@TBL,Amalie Arena,2023-12-06 00:00:00,07:00 PM,303,N/A
20232024,2023020389,PIT,TBL,AWAY,L,REG,1,3,PIT@TBL,Amalie Arena,2023-12-06 00:00:00,07:00 PM,303,N/A
20232024,2023020390,STL,VGK,HOME,L,REG,3,6,VGK@STL,Enterprise Center,2023-12-06 00:00:00,09:00 PM,345,N/A
20232024,2023020390,VGK,STL,AWAY,W,REG,6,3,VGK@STL,Enterprise Center,2023-12-06 00:00:00,09:00 PM,345,N/A
20232024,2023020391,EDM,CAR,HOME,W,REG,6,1,CAR@EDM,Rogers Place,2023-12-06 00:00:00,09:30 PM,362,N/A
20232024,2023020391,CAR,EDM,AWAY,L,REG,1,6,CAR@EDM,Rogers Place,2023-12-06 00:00:00,09:30 PM,362,N/A
20232024,2023020392,BOS,BUF,HOME,L,REG,1,3,BUF@BOS,TD Garden,2023-12-07 00:00:00,07:00 PM,325,N/A
20232024,2023020392,BUF,BOS,AWAY,W,REG,3,1,BUF@BOS,TD Garden,2023-12-07 00:00:00,07:00 PM,325,N/A
20232024,2023020393,DET,SJS,HOME,OTL,OT,5,6,SJS@DET,Little Caesars Arena,2023-12-07 00:00:00,07:00 PM,307,N/A
20232024,2023020393,SJS,DET,AWAY,W,OT,6,5,SJS@DET,Little Caesars Arena,2023-12-07 00:00:00,07:00 PM,307,N/A
20232024,2023020394,MTL,LAK,HOME,L,REG,0,4,LAK@MTL,Centre Bell,2023-12-07 00:00:00,07:00 PM,322,N/A
